Date,Borderpoint,Exit,Entry,Gas Trade Flow(Million cubic metres
11/01/2016,Olbernhau,Czech Republic,Germany,0
12/01/2016,Olbernhau,Czech Republic,Germany,0
01/01/2017,Olbernhau,Czech Republic,Germany,0
02/01/2017,Olbernhau,Czech Republic,Germany,0
03/01/2017,Olbernhau,Czech Republic,Germany,0
04/01/2017,Olbernhau,Czech Republic,Germany,0
05/01/2017,Olbernhau,Czech Republic,Germany,0
06/01/2017,Olbernhau,Czech Republic,Germany,0
07/01/2017,Olbernhau,Czech Republic,Germany,0
08/01/2017,Olbernhau,Czech Republic,Germany,0
09/01/2017,Olbernhau,Czech Republic,Germany,0
10/01/2017,Olbernhau,Czech Republic,Germany,0
11/01/2017,Olbernhau,Czech Republic,Germany,0
12/01/2017,Olbernhau,Czech Republic,Germany,0
01/01/2018,Olbernhau,Czech Republic,Germany,0
02/01/2018,Olbernhau,Czech Republic,Germany,0
03/01/2018,Olbernhau,Czech Republic,Germany,0
04/01/2018,Olbernhau,Czech Republic,Germany,0
05/01/2018,Olbernhau,Czech Republic,Germany,0
06/01/2018,Olbernhau,Czech Republic,Germany,0
07/01/2018,Olbernhau,Czech Republic,Germany,0
08/01/2018,Olbernhau,Czech Republic,Germany,0
09/01/2018,Olbernhau,Czech Republic,Germany,0
10/01/2018,Olbernhau,Czech Republic,Germany,0
11/01/2018,Olbernhau,Czech Republic,Germany,0
12/01/2018,Olbernhau,Czech Republic,Germany,0
01/01/2019,Olbernhau,Czech Republic,Germany,0
02/01/2019,Olbernhau,Czech Republic,Germany,0
03/01/2019,Olbernhau,Czech Republic,Germany,0
04/01/2019,Olbernhau,Czech Republic,Germany,0
05/01/2019,Olbernhau,Czech Republic,Germany,0
06/01/2019,Olbernhau,Czech Republic,Germany,0
07/01/2019,Olbernhau,Czech Republic,Germany,0
08/01/2019,Olbernhau,Czech Republic,Germany,0
09/01/2019,Olbernhau,Czech Republic,Germany,0
10/01/2019,Olbernhau,Czech Republic,Germany,0
11/01/2019,Olbernhau,Czech Republic,Germany,0
12/01/2019,Olbernhau,Czech Republic,Germany,0
01/01/2020,Olbernhau,Czech Republic,Germany,0
02/01/2020,Olbernhau,Czech Republic,Germany,0
03/01/2020,Olbernhau,Czech Republic,Germany,0
04/01/2020,Olbernhau,Czech Republic,Germany,0
05/01/2020,Olbernhau,Czech Republic,Germany,0
06/01/2020,Olbernhau,Czech Republic,Germany,0
07/01/2020,Olbernhau,Czech Republic,Germany,0
08/01/2020,Olbernhau,Czech Republic,Germany,0
09/01/2020,Olbernhau,Czech Republic,Germany,0
10/01/2020,Olbernhau,Czech Republic,Germany,0
11/01/2020,Olbernhau,Czech Republic,Germany,0
12/01/2020,Olbernhau,Czech Republic,Germany,0
01/01/2021,Olbernhau,Czech Republic,Germany,0
02/01/2021,Olbernhau,Czech Republic,Germany,0
03/01/2021,Olbernhau,Czech Republic,Germany,0
04/01/2021,Olbernhau,Czech Republic,Germany,0
05/01/2021,Olbernhau,Czech Republic,Germany,0
06/01/2021,Olbernhau,Czech Republic,Germany,0
07/01/2021,Olbernhau,Czech Republic,Germany,0
08/01/2021,Olbernhau,Czech Republic,Germany,0
09/01/2021,Olbernhau,Czech Republic,Germany,0
10/01/2021,Olbernhau,Czech Republic,Germany,0
11/01/2021,Olbernhau,Czech Republic,Germany,0
12/01/2021,Olbernhau,Czech Republic,Germany,0
01/01/2022,Olbernhau,Czech Republic,Germany,0
02/01/2022,Olbernhau,Czech Republic,Germany,0
03/01/2022,Olbernhau,Czech Republic,Germany,0
04/01/2022,Olbernhau,Czech Republic,Germany,0
05/01/2022,Olbernhau,Czech Republic,Germany,0
06/01/2022,Olbernhau,Czech Republic,Germany,0
07/01/2022,Olbernhau,Czech Republic,Germany,0
08/01/2022,Olbernhau,Czech Republic,Germany,0
09/01/2022,Olbernhau,Czech Republic,Germany,0
10/01/2022,Olbernhau,Czech Republic,Germany,0
11/01/2022,Olbernhau,Czech Republic,Germany,0
12/01/2022,Olbernhau,Czech Republic,Germany,0
10/01/2008,Oude (H-Gas),Netherlands,Germany,255
11/01/2008,Oude (H-Gas),Netherlands,Germany,262
12/01/2008,Oude (H-Gas),Netherlands,Germany,507
01/01/2009,Oude (H-Gas),Netherlands,Germany,482
02/01/2009,Oude (H-Gas),Netherlands,Germany,424
03/01/2009,Oude (H-Gas),Netherlands,Germany,469
04/01/2009,Oude (H-Gas),Netherlands,Germany,0
05/01/2009,Oude (H-Gas),Netherlands,Germany,0
06/01/2009,Oude (H-Gas),Netherlands,Germany,0
07/01/2009,Oude (H-Gas),Netherlands,Germany,0
08/01/2009,Oude (H-Gas),Netherlands,Germany,0
09/01/2009,Oude (H-Gas),Netherlands,Germany,0
10/01/2009,Oude (H-Gas),Netherlands,Germany,674
11/01/2009,Oude (H-Gas),Netherlands,Germany,861
12/01/2009,Oude (H-Gas),Netherlands,Germany,583
01/01/2010,Oude (H-Gas),Netherlands,Germany,491
02/01/2010,Oude (H-Gas),Netherlands,Germany,557
03/01/2010,Oude (H-Gas),Netherlands,Germany,646
04/01/2010,Oude (H-Gas),Netherlands,Germany,595
05/01/2010,Oude (H-Gas),Netherlands,Germany,681
06/01/2010,Oude (H-Gas),Netherlands,Germany,562
07/01/2010,Oude (H-Gas),Netherlands,Germany,787
08/01/2010,Oude (H-Gas),Netherlands,Germany,943
09/01/2010,Oude (H-Gas),Netherlands,Germany,559
10/01/2010,Oude (H-Gas),Netherlands,Germany,586
11/01/2010,Oude (H-Gas),Netherlands,Germany,573
12/01/2010,Oude (H-Gas),Netherlands,Germany,518
01/01/2011,Oude (H-Gas),Netherlands,Germany,918
02/01/2011,Oude (H-Gas),Netherlands,Germany,786
03/01/2011,Oude (H-Gas),Netherlands,Germany,779
04/01/2011,Oude (H-Gas),Netherlands,Germany,770
05/01/2011,Oude (H-Gas),Netherlands,Germany,691
06/01/2011,Oude (H-Gas),Netherlands,Germany,746
07/01/2011,Oude (H-Gas),Netherlands,Germany,928
08/01/2011,Oude (H-Gas),Netherlands,Germany,1174
09/01/2011,Oude (H-Gas),Netherlands,Germany,952
10/01/2011,Oude (H-Gas),Netherlands,Germany,901
11/01/2011,Oude (H-Gas),Netherlands,Germany,932
12/01/2011,Oude (H-Gas),Netherlands,Germany,947
01/01/2012,Oude (H-Gas),Netherlands,Germany,891
02/01/2012,Oude (H-Gas),Netherlands,Germany,646
03/01/2012,Oude (H-Gas),Netherlands,Germany,872
04/01/2012,Oude (H-Gas),Netherlands,Germany,676
05/01/2012,Oude (H-Gas),Netherlands,Germany,631
06/01/2012,Oude (H-Gas),Netherlands,Germany,810
07/01/2012,Oude (H-Gas),Netherlands,Germany,584
08/01/2012,Oude (H-Gas),Netherlands,Germany,701
09/01/2012,Oude (H-Gas),Netherlands,Germany,276
10/01/2012,Oude (H-Gas),Netherlands,Germany,266
11/01/2012,Oude (H-Gas),Netherlands,Germany,434
12/01/2012,Oude (H-Gas),Netherlands,Germany,434
01/01/2013,Oude (H-Gas),Netherlands,Germany,476
02/01/2013,Oude (H-Gas),Netherlands,Germany,487
03/01/2013,Oude (H-Gas),Netherlands,Germany,303
04/01/2013,Oude (H-Gas),Netherlands,Germany,335
05/01/2013,Oude (H-Gas),Netherlands,Germany,915
06/01/2013,Oude (H-Gas),Netherlands,Germany,677
07/01/2013,Oude (H-Gas),Netherlands,Germany,779
08/01/2013,Oude (H-Gas),Netherlands,Germany,904
09/01/2013,Oude (H-Gas),Netherlands,Germany,527
10/01/2013,Oude (H-Gas),Netherlands,Germany,1268
11/01/2013,Oude (H-Gas),Netherlands,Germany,620
12/01/2013,Oude (H-Gas),Netherlands,Germany,446
01/01/2014,Oude (H-Gas),Netherlands,Germany,314
02/01/2014,Oude (H-Gas),Netherlands,Germany,512
03/01/2014,Oude (H-Gas),Netherlands,Germany,586
04/01/2014,Oude (H-Gas),Netherlands,Germany,999
05/01/2014,Oude (H-Gas),Netherlands,Germany,962
06/01/2014,Oude (H-Gas),Netherlands,Germany,400
07/01/2014,Oude (H-Gas),Netherlands,Germany,525
08/01/2014,Oude (H-Gas),Netherlands,Germany,468
09/01/2014,Oude (H-Gas),Netherlands,Germany,438
10/01/2014,Oude (H-Gas),Netherlands,Germany,331
11/01/2014,Oude (H-Gas),Netherlands,Germany,292
12/01/2014,Oude (H-Gas),Netherlands,Germany,242
01/01/2015,Oude (H-Gas),Netherlands,Germany,539
02/01/2015,Oude (H-Gas),Netherlands,Germany,138
03/01/2015,Oude (H-Gas),Netherlands,Germany,138
04/01/2015,Oude (H-Gas),Netherlands,Germany,199
05/01/2015,Oude (H-Gas),Netherlands,Germany,440
06/01/2015,Oude (H-Gas),Netherlands,Germany,620
07/01/2015,Oude (H-Gas),Netherlands,Germany,743
08/01/2015,Oude (H-Gas),Netherlands,Germany,176
09/01/2015,Oude (H-Gas),Netherlands,Germany,104
10/01/2015,Oude (H-Gas),Netherlands,Germany,59
11/01/2015,Oude (H-Gas),Netherlands,Germany,248
12/01/2015,Oude (H-Gas),Netherlands,Germany,151
01/01/2016,Oude (H-Gas),Netherlands,Germany,0
02/01/2016,Oude (H-Gas),Netherlands,Germany,70
03/01/2016,Oude (H-Gas),Netherlands,Germany,30
04/01/2016,Oude (H-Gas),Netherlands,Germany,17
05/01/2016,Oude (H-Gas),Netherlands,Germany,8
06/01/2016,Oude (H-Gas),Netherlands,Germany,8
07/01/2016,Oude (H-Gas),Netherlands,Germany,25
08/01/2016,Oude (H-Gas),Netherlands,Germany,109
09/01/2016,Oude (H-Gas),Netherlands,Germany,90
10/01/2016,Oude (H-Gas),Netherlands,Germany,68
11/01/2016,Oude (H-Gas),Netherlands,Germany,48
12/01/2016,Oude (H-Gas),Netherlands,Germany,15
01/01/2017,Oude (H-Gas),Netherlands,Germany,15
02/01/2017,Oude (H-Gas),Netherlands,Germany,32
03/01/2017,Oude (H-Gas),Netherlands,Germany,80
04/01/2017,Oude (H-Gas),Netherlands,Germany,44
05/01/2017,Oude (H-Gas),Netherlands,Germany,77
06/01/2017,Oude (H-Gas),Netherlands,Germany,56
07/01/2017,Oude (H-Gas),Netherlands,Germany,97
08/01/2017,Oude (H-Gas),Netherlands,Germany,68
09/01/2017,Oude (H-Gas),Netherlands,Germany,13
10/01/2017,Oude (H-Gas),Netherlands,Germany,90
11/01/2017,Oude (H-Gas),Netherlands,Germany,26
12/01/2017,Oude (H-Gas),Netherlands,Germany,3
01/01/2018,Oude (H-Gas),Netherlands,Germany,4
02/01/2018,Oude (H-Gas),Netherlands,Germany,9
03/01/2018,Oude (H-Gas),Netherlands,Germany,40
04/01/2018,Oude (H-Gas),Netherlands,Germany,7
05/01/2018,Oude (H-Gas),Netherlands,Germany,10
06/01/2018,Oude (H-Gas),Netherlands,Germany,16
07/01/2018,Oude (H-Gas),Netherlands,Germany,142
08/01/2018,Oude (H-Gas),Netherlands,Germany,62
09/01/2018,Oude (H-Gas),Netherlands,Germany,11
10/01/2018,Oude (H-Gas),Netherlands,Germany,80
11/01/2018,Oude (H-Gas),Netherlands,Germany,81
12/01/2018,Oude (H-Gas),Netherlands,Germany,54
01/01/2019,Oude (H-Gas),Netherlands,Germany,1
02/01/2019,Oude (H-Gas),Netherlands,Germany,1
03/01/2019,Oude (H-Gas),Netherlands,Germany,22
04/01/2019,Oude (H-Gas),Netherlands,Germany,30
05/01/2019,Oude (H-Gas),Netherlands,Germany,108
06/01/2019,Oude (H-Gas),Netherlands,Germany,155
07/01/2019,Oude (H-Gas),Netherlands,Germany,170
08/01/2019,Oude (H-Gas),Netherlands,Germany,154
09/01/2019,Oude (H-Gas),Netherlands,Germany,37
10/01/2019,Oude (H-Gas),Netherlands,Germany,11
11/01/2019,Oude (H-Gas),Netherlands,Germany,41
12/01/2019,Oude (H-Gas),Netherlands,Germany,6
01/01/2020,Oude (H-Gas),Netherlands,Germany,3
02/01/2020,Oude (H-Gas),Netherlands,Germany,12
03/01/2020,Oude (H-Gas),Netherlands,Germany,28
04/01/2020,Oude (H-Gas),Netherlands,Germany,26
05/01/2020,Oude (H-Gas),Netherlands,Germany,91
06/01/2020,Oude (H-Gas),Netherlands,Germany,54
07/01/2020,Oude (H-Gas),Netherlands,Germany,115
08/01/2020,Oude (H-Gas),Netherlands,Germany,212
09/01/2020,Oude (H-Gas),Netherlands,Germany,56
10/01/2020,Oude (H-Gas),Netherlands,Germany,32
11/01/2020,Oude (H-Gas),Netherlands,Germany,5
12/01/2020,Oude (H-Gas),Netherlands,Germany,3
01/01/2021,Oude (H-Gas),Netherlands,Germany,23
02/01/2021,Oude (H-Gas),Netherlands,Germany,13
03/01/2021,Oude (H-Gas),Netherlands,Germany,25
04/01/2021,Oude (H-Gas),Netherlands,Germany,61
05/01/2021,Oude (H-Gas),Netherlands,Germany,52
06/01/2021,Oude (H-Gas),Netherlands,Germany,191
07/01/2021,Oude (H-Gas),Netherlands,Germany,161
08/01/2021,Oude (H-Gas),Netherlands,Germany,115
09/01/2021,Oude (H-Gas),Netherlands,Germany,165
10/01/2021,Oude (H-Gas),Netherlands,Germany,178
11/01/2021,Oude (H-Gas),Netherlands,Germany,51
12/01/2021,Oude (H-Gas),Netherlands,Germany,21
01/01/2022,Oude (H-Gas),Netherlands,Germany,22
02/01/2022,Oude (H-Gas),Netherlands,Germany,38
03/01/2022,Oude (H-Gas),Netherlands,Germany,54
04/01/2022,Oude (H-Gas),Netherlands,Germany,197
05/01/2022,Oude (H-Gas),Netherlands,Germany,209
06/01/2022,Oude (H-Gas),Netherlands,Germany,286
07/01/2022,Oude (H-Gas),Netherlands,Germany,715
08/01/2022,Oude (H-Gas),Netherlands,Germany,904
09/01/2022,Oude (H-Gas),Netherlands,Germany,971
10/01/2022,Oude (H-Gas),Netherlands,Germany,1395
11/01/2022,Oude (H-Gas),Netherlands,Germany,1319
12/01/2022,Oude (H-Gas),Netherlands,Germany,1120
10/01/2008,Oude (L-Gas),Netherlands,Germany,0
11/01/2008,Oude (L-Gas),Netherlands,Germany,0
12/01/2008,Oude (L-Gas),Netherlands,Germany,0
01/01/2009,Oude (L-Gas),Netherlands,Germany,0
02/01/2009,Oude (L-Gas),Netherlands,Germany,0
03/01/2009,Oude (L-Gas),Netherlands,Germany,0
04/01/2009,Oude (L-Gas),Netherlands,Germany,0
05/01/2009,Oude (L-Gas),Netherlands,Germany,0
06/01/2009,Oude (L-Gas),Netherlands,Germany,0
07/01/2009,Oude (L-Gas),Netherlands,Germany,0
08/01/2009,Oude (L-Gas),Netherlands,Germany,0
09/01/2009,Oude (L-Gas),Netherlands,Germany,0
10/01/2009,Oude (L-Gas),Netherlands,Germany,489
11/01/2009,Oude (L-Gas),Netherlands,Germany,522
12/01/2009,Oude (L-Gas),Netherlands,Germany,732
01/01/2010,Oude (L-Gas),Netherlands,Germany,776
02/01/2010,Oude (L-Gas),Netherlands,Germany,680
03/01/2010,Oude (L-Gas),Netherlands,Germany,488
04/01/2010,Oude (L-Gas),Netherlands,Germany,568
05/01/2010,Oude (L-Gas),Netherlands,Germany,463
06/01/2010,Oude (L-Gas),Netherlands,Germany,200
07/01/2010,Oude (L-Gas),Netherlands,Germany,110
08/01/2010,Oude (L-Gas),Netherlands,Germany,151
09/01/2010,Oude (L-Gas),Netherlands,Germany,258
10/01/2010,Oude (L-Gas),Netherlands,Germany,313
11/01/2010,Oude (L-Gas),Netherlands,Germany,614
12/01/2010,Oude (L-Gas),Netherlands,Germany,836
01/01/2011,Oude (L-Gas),Netherlands,Germany,844
02/01/2011,Oude (L-Gas),Netherlands,Germany,774
03/01/2011,Oude (L-Gas),Netherlands,Germany,770
04/01/2011,Oude (L-Gas),Netherlands,Germany,464
05/01/2011,Oude (L-Gas),Netherlands,Germany,331
06/01/2011,Oude (L-Gas),Netherlands,Germany,263
07/01/2011,Oude (L-Gas),Netherlands,Germany,161
08/01/2011,Oude (L-Gas),Netherlands,Germany,157
09/01/2011,Oude (L-Gas),Netherlands,Germany,223
10/01/2011,Oude (L-Gas),Netherlands,Germany,222
11/01/2011,Oude (L-Gas),Netherlands,Germany,584
12/01/2011,Oude (L-Gas),Netherlands,Germany,535
01/01/2012,Oude (L-Gas),Netherlands,Germany,814
02/01/2012,Oude (L-Gas),Netherlands,Germany,794
03/01/2012,Oude (L-Gas),Netherlands,Germany,613
04/01/2012,Oude (L-Gas),Netherlands,Germany,493
05/01/2012,Oude (L-Gas),Netherlands,Germany,343
06/01/2012,Oude (L-Gas),Netherlands,Germany,251
07/01/2012,Oude (L-Gas),Netherlands,Germany,195
08/01/2012,Oude (L-Gas),Netherlands,Germany,220
09/01/2012,Oude (L-Gas),Netherlands,Germany,309
10/01/2012,Oude (L-Gas),Netherlands,Germany,303
11/01/2012,Oude (L-Gas),Netherlands,Germany,620
12/01/2012,Oude (L-Gas),Netherlands,Germany,613
01/01/2013,Oude (L-Gas),Netherlands,Germany,612
02/01/2013,Oude (L-Gas),Netherlands,Germany,530
03/01/2013,Oude (L-Gas),Netherlands,Germany,719
04/01/2013,Oude (L-Gas),Netherlands,Germany,569
05/01/2013,Oude (L-Gas),Netherlands,Germany,454
06/01/2013,Oude (L-Gas),Netherlands,Germany,369
07/01/2013,Oude (L-Gas),Netherlands,Germany,416
08/01/2013,Oude (L-Gas),Netherlands,Germany,347
09/01/2013,Oude (L-Gas),Netherlands,Germany,398
10/01/2013,Oude (L-Gas),Netherlands,Germany,350
11/01/2013,Oude (L-Gas),Netherlands,Germany,573
12/01/2013,Oude (L-Gas),Netherlands,Germany,717
01/01/2014,Oude (L-Gas),Netherlands,Germany,690
02/01/2014,Oude (L-Gas),Netherlands,Germany,517
03/01/2014,Oude (L-Gas),Netherlands,Germany,478
04/01/2014,Oude (L-Gas),Netherlands,Germany,371
05/01/2014,Oude (L-Gas),Netherlands,Germany,440
06/01/2014,Oude (L-Gas),Netherlands,Germany,248
07/01/2014,Oude (L-Gas),Netherlands,Germany,216
08/01/2014,Oude (L-Gas),Netherlands,Germany,237
09/01/2014,Oude (L-Gas),Netherlands,Germany,288
10/01/2014,Oude (L-Gas),Netherlands,Germany,248
11/01/2014,Oude (L-Gas),Netherlands,Germany,410
12/01/2014,Oude (L-Gas),Netherlands,Germany,520
01/01/2015,Oude (L-Gas),Netherlands,Germany,495
02/01/2015,Oude (L-Gas),Netherlands,Germany,541
03/01/2015,Oude (L-Gas),Netherlands,Germany,489
04/01/2015,Oude (L-Gas),Netherlands,Germany,362
05/01/2015,Oude (L-Gas),Netherlands,Germany,205
06/01/2015,Oude (L-Gas),Netherlands,Germany,167
07/01/2015,Oude (L-Gas),Netherlands,Germany,262
08/01/2015,Oude (L-Gas),Netherlands,Germany,217
09/01/2015,Oude (L-Gas),Netherlands,Germany,322
10/01/2015,Oude (L-Gas),Netherlands,Germany,193
11/01/2015,Oude (L-Gas),Netherlands,Germany,337
12/01/2015,Oude (L-Gas),Netherlands,Germany,289
01/01/2016,Oude (L-Gas),Netherlands,Germany,3
02/01/2016,Oude (L-Gas),Netherlands,Germany,373
03/01/2016,Oude (L-Gas),Netherlands,Germany,449
04/01/2016,Oude (L-Gas),Netherlands,Germany,307
05/01/2016,Oude (L-Gas),Netherlands,Germany,288
06/01/2016,Oude (L-Gas),Netherlands,Germany,291
07/01/2016,Oude (L-Gas),Netherlands,Germany,209
08/01/2016,Oude (L-Gas),Netherlands,Germany,250
09/01/2016,Oude (L-Gas),Netherlands,Germany,165
10/01/2016,Oude (L-Gas),Netherlands,Germany,451
11/01/2016,Oude (L-Gas),Netherlands,Germany,455
12/01/2016,Oude (L-Gas),Netherlands,Germany,261
01/01/2017,Oude (L-Gas),Netherlands,Germany,512
02/01/2017,Oude (L-Gas),Netherlands,Germany,391
03/01/2017,Oude (L-Gas),Netherlands,Germany,348
04/01/2017,Oude (L-Gas),Netherlands,Germany,346
05/01/2017,Oude (L-Gas),Netherlands,Germany,261
06/01/2017,Oude (L-Gas),Netherlands,Germany,183
07/01/2017,Oude (L-Gas),Netherlands,Germany,246
08/01/2017,Oude (L-Gas),Netherlands,Germany,314
09/01/2017,Oude (L-Gas),Netherlands,Germany,357
10/01/2017,Oude (L-Gas),Netherlands,Germany,271
11/01/2017,Oude (L-Gas),Netherlands,Germany,354
12/01/2017,Oude (L-Gas),Netherlands,Germany,393
01/01/2018,Oude (L-Gas),Netherlands,Germany,303
02/01/2018,Oude (L-Gas),Netherlands,Germany,369
03/01/2018,Oude (L-Gas),Netherlands,Germany,473
04/01/2018,Oude (L-Gas),Netherlands,Germany,179
05/01/2018,Oude (L-Gas),Netherlands,Germany,277
06/01/2018,Oude (L-Gas),Netherlands,Germany,250
07/01/2018,Oude (L-Gas),Netherlands,Germany,199
08/01/2018,Oude (L-Gas),Netherlands,Germany,226
09/01/2018,Oude (L-Gas),Netherlands,Germany,162
10/01/2018,Oude (L-Gas),Netherlands,Germany,221
11/01/2018,Oude (L-Gas),Netherlands,Germany,368
12/01/2018,Oude (L-Gas),Netherlands,Germany,370
01/01/2019,Oude (L-Gas),Netherlands,Germany,393
02/01/2019,Oude (L-Gas),Netherlands,Germany,250
03/01/2019,Oude (L-Gas),Netherlands,Germany,291
04/01/2019,Oude (L-Gas),Netherlands,Germany,221
05/01/2019,Oude (L-Gas),Netherlands,Germany,196
06/01/2019,Oude (L-Gas),Netherlands,Germany,124
07/01/2019,Oude (L-Gas),Netherlands,Germany,40
08/01/2019,Oude (L-Gas),Netherlands,Germany,124
09/01/2019,Oude (L-Gas),Netherlands,Germany,97
10/01/2019,Oude (L-Gas),Netherlands,Germany,157
11/01/2019,Oude (L-Gas),Netherlands,Germany,369
12/01/2019,Oude (L-Gas),Netherlands,Germany,336
01/01/2020,Oude (L-Gas),Netherlands,Germany,232
02/01/2020,Oude (L-Gas),Netherlands,Germany,230
03/01/2020,Oude (L-Gas),Netherlands,Germany,206
04/01/2020,Oude (L-Gas),Netherlands,Germany,194
05/01/2020,Oude (L-Gas),Netherlands,Germany,183
06/01/2020,Oude (L-Gas),Netherlands,Germany,57
07/01/2020,Oude (L-Gas),Netherlands,Germany,67
08/01/2020,Oude (L-Gas),Netherlands,Germany,141
09/01/2020,Oude (L-Gas),Netherlands,Germany,147
10/01/2020,Oude (L-Gas),Netherlands,Germany,221
11/01/2020,Oude (L-Gas),Netherlands,Germany,228
12/01/2020,Oude (L-Gas),Netherlands,Germany,181
01/01/2021,Oude (L-Gas),Netherlands,Germany,91
02/01/2021,Oude (L-Gas),Netherlands,Germany,162
03/01/2021,Oude (L-Gas),Netherlands,Germany,203
04/01/2021,Oude (L-Gas),Netherlands,Germany,200
05/01/2021,Oude (L-Gas),Netherlands,Germany,133
06/01/2021,Oude (L-Gas),Netherlands,Germany,71
07/01/2021,Oude (L-Gas),Netherlands,Germany,40
08/01/2021,Oude (L-Gas),Netherlands,Germany,61
09/01/2021,Oude (L-Gas),Netherlands,Germany,204
10/01/2021,Oude (L-Gas),Netherlands,Germany,313
11/01/2021,Oude (L-Gas),Netherlands,Germany,274
12/01/2021,Oude (L-Gas),Netherlands,Germany,234
01/01/2022,Oude (L-Gas),Netherlands,Germany,199
02/01/2022,Oude (L-Gas),Netherlands,Germany,93
03/01/2022,Oude (L-Gas),Netherlands,Germany,150
04/01/2022,Oude (L-Gas),Netherlands,Germany,259
05/01/2022,Oude (L-Gas),Netherlands,Germany,245
06/01/2022,Oude (L-Gas),Netherlands,Germany,204
07/01/2022,Oude (L-Gas),Netherlands,Germany,156
08/01/2022,Oude (L-Gas),Netherlands,Germany,96
09/01/2022,Oude (L-Gas),Netherlands,Germany,156
10/01/2022,Oude (L-Gas),Netherlands,Germany,174
11/01/2022,Oude (L-Gas),Netherlands,Germany,160
12/01/2022,Oude (L-Gas),Netherlands,Germany,118
10/01/2008,Tegelen (OGE),Netherlands,Germany,0
11/01/2008,Tegelen (OGE),Netherlands,Germany,0
12/01/2008,Tegelen (OGE),Netherlands,Germany,0
01/01/2009,Tegelen (OGE),Netherlands,Germany,0
02/01/2009,Tegelen (OGE),Netherlands,Germany,0
03/01/2009,Tegelen (OGE),Netherlands,Germany,0
04/01/2009,Tegelen (OGE),Netherlands,Germany,0
05/01/2009,Tegelen (OGE),Netherlands,Germany,0
06/01/2009,Tegelen (OGE),Netherlands,Germany,0
07/01/2009,Tegelen (OGE),Netherlands,Germany,0
08/01/2009,Tegelen (OGE),Netherlands,Germany,0
09/01/2009,Tegelen (OGE),Netherlands,Germany,0
10/01/2009,Tegelen (OGE),Netherlands,Germany,0
11/01/2009,Tegelen (OGE),Netherlands,Germany,0
12/01/2009,Tegelen (OGE),Netherlands,Germany,0
01/01/2010,Tegelen (OGE),Netherlands,Germany,0
02/01/2010,Tegelen (OGE),Netherlands,Germany,0
03/01/2010,Tegelen (OGE),Netherlands,Germany,0
04/01/2010,Tegelen (OGE),Netherlands,Germany,0
05/01/2010,Tegelen (OGE),Netherlands,Germany,0
06/01/2010,Tegelen (OGE),Netherlands,Germany,0
07/01/2010,Tegelen (OGE),Netherlands,Germany,0
08/01/2010,Tegelen (OGE),Netherlands,Germany,0
09/01/2010,Tegelen (OGE),Netherlands,Germany,0
10/01/2010,Tegelen (OGE),Netherlands,Germany,0
11/01/2010,Tegelen (OGE),Netherlands,Germany,0
12/01/2010,Tegelen (OGE),Netherlands,Germany,0
01/01/2011,Tegelen (OGE),Netherlands,Germany,0
02/01/2011,Tegelen (OGE),Netherlands,Germany,0
03/01/2011,Tegelen (OGE),Netherlands,Germany,0
04/01/2011,Tegelen (OGE),Netherlands,Germany,0
05/01/2011,Tegelen (OGE),Netherlands,Germany,0
06/01/2011,Tegelen (OGE),Netherlands,Germany,0
07/01/2011,Tegelen (OGE),Netherlands,Germany,0
08/01/2011,Tegelen (OGE),Netherlands,Germany,0
09/01/2011,Tegelen (OGE),Netherlands,Germany,0
10/01/2011,Tegelen (OGE),Netherlands,Germany,0
11/01/2011,Tegelen (OGE),Netherlands,Germany,0
